商品番号,商品名,宅配サイズ,内寸,外形三辺合計,厚み,形式,パレット配置,価格,URL
MA120-429,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×5段］（434×314×348mm）3mm B/F C5×C5,宅配120サイズ,434×314×348mm,120cm,3mm B/F,C5×C5,1段8箱×5段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-429
MA120-430,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×5段］（430×310×340mm）5mm A/F K5×K5,宅配120サイズ,430×310×340mm,120cm,5mm A/F,K5×K5,1段8箱×5段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-430
MAS120-195,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×5段］（430×310×340mm）5mm A/F 白C5×C5,宅配120サイズ,430×310×340mm,120cm,5mm A/F,C5×C5,1段8箱×5段,"5 円",https://www.notosiki.co.jp/item/detail?num=MAS120-195
MAS120-196,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×5段］（434×314×348mm）3mm B/F 白C5×C5,宅配120サイズ,434×314×348mm,120cm,3mm B/F,C5×C5,1段8箱×5段,"5 円",https://www.notosiki.co.jp/item/detail?num=MAS120-196
MA120-431,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×5段］（430×310×340mm）5mm A/F K6×強化芯180g×K6,宅配120サイズ,430×310×340mm,120cm,5mm A/F,K6×強化芯180g×K6,1段8箱×5段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-431
MA120-432,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×5段］（424×304×328mm）8mm W/F C5×C5,宅配120サイズ,424×304×328mm,120cm,8mm W/F,C5×C5,1段8箱×5段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-432
MA120-433,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×6段］（434×314×288mm）3mm B/F C5×C5,宅配120サイズ,434×314×288mm,120cm,3mm B/F,C5×C5,1段8箱×6段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-433
MA120-434,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×6段］（430×310×280mm）5mm A/F K5×K5,宅配120サイズ,430×310×280mm,120cm,5mm A/F,K5×K5,1段8箱×6段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-434
MAS120-198,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×6段］（434×314×288mm）3mm B/F 白C5×C5,宅配120サイズ,434×314×288mm,120cm,3mm B/F,C5×C5,1段8箱×6段,"5 円",https://www.notosiki.co.jp/item/detail?num=MAS120-198
MA120-435,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×6段］（430×310×280mm）5mm A/F K6×強化芯180g×K6,宅配120サイズ,430×310×280mm,120cm,5mm A/F,K6×強化芯180g×K6,1段8箱×6段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-435
MA120-436,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×6段］（424×304×268mm）8mm W/F C5×C5,宅配120サイズ,424×304×268mm,120cm,8mm W/F,C5×C5,1段8箱×6段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-436
MA120-437,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×7段］（434×314×238mm）3mm B/F C5×C5,宅配120サイズ,434×314×238mm,120cm,3mm B/F,C5×C5,1段8箱×7段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-437
MA120-438,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×7段］（430×310×230mm）5mm A/F K5×K5,宅配120サイズ,430×310×230mm,120cm,5mm A/F,K5×K5,1段8箱×7段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-438
MAS120-200,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×7段］（434×314×238mm）3mm B/F 白C5×C5,宅配120サイズ,434×314×238mm,120cm,3mm B/F,C5×C5,1段8箱×7段,"5 円",https://www.notosiki.co.jp/item/detail?num=MAS120-200
MA120-439,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×7段］（430×310×230mm）5mm A/F K6×強化芯180g×K6,宅配120サイズ,430×310×230mm,120cm,5mm A/F,K6×強化芯180g×K6,1段8箱×7段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-439
MA120-440,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×7段］（424×304×218mm）8mm W/F C5×C5,宅配120サイズ,424×304×218mm,120cm,8mm W/F,C5×C5,1段8箱×7段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA120-440
MA140-430,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×3段］（434×204×588mm）3mm B/F C5×C5,宅配140サイズ,434×204×588mm,140cm,3mm B/F,C5×C5,1段12箱×3段,"5 円",https://www.notosiki.co.jp/item/detail?num=MA140-430
MA140-431,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×3段］（430×200×580mm）5mm A/F K5×K5,宅配140サイズ,430×200×580mm,140cm,5mm A/F,K5×K5,1段12箱×3段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA140-431
MA140-432,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×3段］（430×200×580mm）5mm A/F K6×強化芯180g×K6,宅配140サイズ,430×200×580mm,140cm,5mm A/F,K6×強化芯180g×K6,1段12箱×3段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA140-432
MA140-433,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×3段］（424×194×568mm）8mm W/F C5×C5,宅配140サイズ,424×194×568mm,140cm,8mm W/F,C5×C5,1段12箱×3段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA140-433
MA120-441,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×4段］（434×204×438mm）3mm B/F C5×C5,宅配120サイズ,434×204×438mm,120cm,3mm B/F,C5×C5,1段12箱×4段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA120-441
MA120-442,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×4段］（430×200×430mm）5mm A/F K5×K5,宅配120サイズ,430×200×430mm,120cm,5mm A/F,K5×K5,1段12箱×4段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA120-442
MAS120-201,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×4段］（430×200×430mm）5mm A/F 白C5×C5,宅配120サイズ,430×200×430mm,120cm,5mm A/F,C5×C5,1段12箱×4段,"6 円",https://www.notosiki.co.jp/item/detail?num=MAS120-201
MAS120-202,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×4段］（434×204×438mm）3mm B/F 白C5×C5,宅配120サイズ,434×204×438mm,120cm,3mm B/F,C5×C5,1段12箱×4段,"6 円",https://www.notosiki.co.jp/item/detail?num=MAS120-202
MA120-444,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×4段］（424×194×418mm）8mm W/F C5×C5,宅配120サイズ,424×194×418mm,120cm,8mm W/F,C5×C5,1段12箱×4段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA120-444
MA120-445,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×5段］（434×204×348mm）3mm B/F C5×C5,宅配120サイズ,434×204×348mm,120cm,3mm B/F,C5×C5,1段12箱×5段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA120-445
MA120-446,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×5段］（430×200×340mm）5mm A/F K5×K5,宅配120サイズ,430×200×340mm,120cm,5mm A/F,K5×K5,1段12箱×5段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA120-446
MAS120-203,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×5段］（430×200×340mm）5mm A/F 白C5×C5,宅配120サイズ,430×200×340mm,120cm,5mm A/F,C5×C5,1段12箱×5段,"6 円",https://www.notosiki.co.jp/item/detail?num=MAS120-203
MAS120-204,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×5段］（434×204×348mm）3mm B/F 白C5×C5,宅配120サイズ,434×204×348mm,120cm,3mm B/F,C5×C5,1段12箱×5段,"6 円",https://www.notosiki.co.jp/item/detail?num=MAS120-204
MA120-447,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×5段］（430×200×340mm）5mm A/F K6×強化芯180g×K6,宅配120サイズ,430×200×340mm,120cm,5mm A/F,K6×強化芯180g×K6,1段12箱×5段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA120-447
MA120-448,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×5段］（424×194×328mm）8mm W/F C5×C5,宅配120サイズ,424×194×328mm,120cm,8mm W/F,C5×C5,1段12箱×5段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA120-448
MA120-449,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×4段］（424×314×438mm）3mm B/F C5×C5,宅配120サイズ,424×314×438mm,120cm,3mm B/F,C5×C5,1段8箱×4段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA120-449
MA120-450,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×4段］（420×310×430mm）5mm A/F K5×K5,宅配120サイズ,420×310×430mm,120cm,5mm A/F,K5×K5,1段8箱×4段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA120-450
MAS120-206,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×4段］（424×314×438mm）3mm B/F 白C5×C5,宅配120サイズ,424×314×438mm,120cm,3mm B/F,C5×C5,1段8箱×4段,"6 円",https://www.notosiki.co.jp/item/detail?num=MAS120-206
MA120-452,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×4段］（414×304×418mm）8mm W/F C5×C5,宅配120サイズ,414×304×418mm,120cm,8mm W/F,C5×C5,1段8箱×4段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA120-452
MA120-453,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×5段］（424×314×348mm）3mm B/F C5×C5,宅配120サイズ,424×314×348mm,120cm,3mm B/F,C5×C5,1段8箱×5段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA120-453
MA120-454,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×5段］（420×310×340mm）5mm A/F K5×K5,宅配120サイズ,420×310×340mm,120cm,5mm A/F,K5×K5,1段8箱×5段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA120-454
MAS120-207,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×5段］（420×310×340mm）5mm A/F 白C5×C5,宅配120サイズ,420×310×340mm,120cm,5mm A/F,C5×C5,1段8箱×5段,"6 円",https://www.notosiki.co.jp/item/detail?num=MAS120-207
MAS120-208,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×5段］（424×314×348mm）3mm B/F 白C5×C5,宅配120サイズ,424×314×348mm,120cm,3mm B/F,C5×C5,1段8箱×5段,"6 円",https://www.notosiki.co.jp/item/detail?num=MAS120-208
MA120-455,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×5段］（420×310×340mm）5mm A/F K6×強化芯180g×K6,宅配120サイズ,420×310×340mm,120cm,5mm A/F,K6×強化芯180g×K6,1段8箱×5段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA120-455
MA120-456,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×5段］（414×304×328mm）8mm W/F C5×C5,宅配120サイズ,414×304×328mm,120cm,8mm W/F,C5×C5,1段8箱×5段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA120-456
MA120-457,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×6段］（424×314×288mm）3mm B/F C5×C5,宅配120サイズ,424×314×288mm,120cm,3mm B/F,C5×C5,1段8箱×6段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA120-457
MAS120-209,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×6段］（420×310×280mm）5mm A/F 白C5×C5,宅配120サイズ,420×310×280mm,120cm,5mm A/F,C5×C5,1段8箱×6段,"6 円",https://www.notosiki.co.jp/item/detail?num=MAS120-209
MAS120-210,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×6段］（424×314×288mm）3mm B/F 白C5×C5,宅配120サイズ,424×314×288mm,120cm,3mm B/F,C5×C5,1段8箱×6段,"6 円",https://www.notosiki.co.jp/item/detail?num=MAS120-210
MA120-459,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×6段］（420×310×280mm）5mm A/F K6×強化芯180g×K6,宅配120サイズ,420×310×280mm,120cm,5mm A/F,K6×強化芯180g×K6,1段8箱×6段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA120-459
MA120-460,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×6段］（414×304×268mm）8mm W/F C5×C5,宅配120サイズ,414×304×268mm,120cm,8mm W/F,C5×C5,1段8箱×6段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA120-460
MA140-434,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×3段］（424×204×588mm）3mm B/F C5×C5,宅配140サイズ,424×204×588mm,140cm,3mm B/F,C5×C5,1段12箱×3段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA140-434
MA140-435,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×3段］（420×200×580mm）5mm A/F K5×K5,宅配140サイズ,420×200×580mm,140cm,5mm A/F,K5×K5,1段12箱×3段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA140-435
MA140-436,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×3段］（420×200×580mm）5mm A/F K6×強化芯180g×K6,宅配140サイズ,420×200×580mm,140cm,5mm A/F,K6×強化芯180g×K6,1段12箱×3段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA140-436
MA140-437,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×3段］（414×194×568mm）8mm W/F C5×C5,宅配140サイズ,414×194×568mm,140cm,8mm W/F,C5×C5,1段12箱×3段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA140-437
MA120-461,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×4段］（424×204×438mm）3mm B/F C5×C5,宅配120サイズ,424×204×438mm,120cm,3mm B/F,C5×C5,1段12箱×4段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA120-461
MA120-462,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×4段］（420×200×430mm）5mm A/F K5×K5,宅配120サイズ,420×200×430mm,120cm,5mm A/F,K5×K5,1段12箱×4段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA120-462
MAS120-211,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×4段］（420×200×430mm）5mm A/F 白C5×C5,宅配120サイズ,420×200×430mm,120cm,5mm A/F,C5×C5,1段12箱×4段,"6 円",https://www.notosiki.co.jp/item/detail?num=MAS120-211
MAS120-212,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×4段］（424×204×438mm）3mm B/F 白C5×C5,宅配120サイズ,424×204×438mm,120cm,3mm B/F,C5×C5,1段12箱×4段,"6 円",https://www.notosiki.co.jp/item/detail?num=MAS120-212
MA120-463,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×4段］（420×200×430mm）5mm A/F K6×強化芯180g×K6,宅配120サイズ,420×200×430mm,120cm,5mm A/F,K6×強化芯180g×K6,1段12箱×4段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA120-463
MA120-464,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×4段］（414×194×418mm）8mm W/F C5×C5,宅配120サイズ,414×194×418mm,120cm,8mm W/F,C5×C5,1段12箱×4段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA120-464
MA120-466,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×4段］（390×320×430mm）5mm A/F K5×K5,宅配120サイズ,390×320×430mm,120cm,5mm A/F,K5×K5,1段8箱×4段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA120-466
MAS120-213,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×4段］（390×320×430mm）5mm A/F 白C5×C5,宅配120サイズ,390×320×430mm,120cm,5mm A/F,C5×C5,1段8箱×4段,"3 円",https://www.notosiki.co.jp/item/detail?num=MAS120-213
MAS120-214,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×4段］（394×324×438mm）3mm B/F 白C5×C5,宅配120サイズ,394×324×438mm,120cm,3mm B/F,C5×C5,1段8箱×4段,"3 円",https://www.notosiki.co.jp/item/detail?num=MAS120-214
MA120-467,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×4段］（390×320×430mm）5mm A/F K6×強化芯180g×K6,宅配120サイズ,390×320×430mm,120cm,5mm A/F,K6×強化芯180g×K6,1段8箱×4段,"3 円",https://www.notosiki.co.jp/item/detail?num=MA120-467
MA120-468,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×4段］（384×314×418mm）8mm W/F C5×C5,宅配120サイズ,384×314×418mm,120cm,8mm W/F,C5×C5,1段8箱×4段,"3 円",https://www.notosiki.co.jp/item/detail?num=MA120-468
MA120-469,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×5段］（394×324×348mm）3mm B/F C5×C5,宅配120サイズ,394×324×348mm,120cm,3mm B/F,C5×C5,1段8箱×5段,"3 円",https://www.notosiki.co.jp/item/detail?num=MA120-469
MA120-470,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×5段］（390×320×340mm）5mm A/F K5×K5,宅配120サイズ,390×320×340mm,120cm,5mm A/F,K5×K5,1段8箱×5段,"3 円",https://www.notosiki.co.jp/item/detail?num=MA120-470
MAS120-216,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×5段］（394×324×348mm）3mm B/F 白C5×C5,宅配120サイズ,394×324×348mm,120cm,3mm B/F,C5×C5,1段8箱×5段,"3 円",https://www.notosiki.co.jp/item/detail?num=MAS120-216
MA120-471,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×5段］（390×320×340mm）5mm A/F K6×強化芯180g×K6,宅配120サイズ,390×320×340mm,120cm,5mm A/F,K6×強化芯180g×K6,1段8箱×5段,"3 円",https://www.notosiki.co.jp/item/detail?num=MA120-471
MA120-472,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×5段］（384×314×328mm）8mm W/F C5×C5,宅配120サイズ,384×314×328mm,120cm,8mm W/F,C5×C5,1段8箱×5段,"3 円",https://www.notosiki.co.jp/item/detail?num=MA120-472
MA120-476,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×6段］（384×314×268mm）8mm W/F C5×C5,宅配120サイズ,384×314×268mm,120cm,8mm W/F,C5×C5,1段8箱×6段,"3 円",https://www.notosiki.co.jp/item/detail?num=MA120-476
MA140-438,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段10箱×3段］（394×264×588mm）3mm B/F C5×C5,宅配140サイズ,394×264×588mm,140cm,3mm B/F,C5×C5,1段10箱×3段,"3 円",https://www.notosiki.co.jp/item/detail?num=MA140-438
MA140-439,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段10箱×3段］（390×260×580mm）5mm A/F K5×K5,宅配140サイズ,390×260×580mm,140cm,5mm A/F,K5×K5,1段10箱×3段,"3 円",https://www.notosiki.co.jp/item/detail?num=MA140-439
MA140-440,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段10箱×3段］（390×260×580mm）5mm A/F K6×強化芯180g×K6,宅配140サイズ,390×260×580mm,140cm,5mm A/F,K6×強化芯180g×K6,1段10箱×3段,"3 円",https://www.notosiki.co.jp/item/detail?num=MA140-440
MA140-441,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段10箱×3段］（384×254×568mm）8mm W/F C5×C5,宅配140サイズ,384×254×568mm,140cm,8mm W/F,C5×C5,1段10箱×3段,"3 円",https://www.notosiki.co.jp/item/detail?num=MA140-441
MA120-477,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段10箱×4段］（394×264×438mm）3mm B/F C5×C5,宅配120サイズ,394×264×438mm,120cm,3mm B/F,C5×C5,1段10箱×4段,"3 円",https://www.notosiki.co.jp/item/detail?num=MA120-477
MAS120-219,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段10箱×4段］（390×260×430mm）5mm A/F 白C5×C5,宅配120サイズ,390×260×430mm,120cm,5mm A/F,C5×C5,1段10箱×4段,"3 円",https://www.notosiki.co.jp/item/detail?num=MAS120-219
MAS120-220,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段10箱×4段］（394×264×438mm）3mm B/F 白C5×C5,宅配120サイズ,394×264×438mm,120cm,3mm B/F,C5×C5,1段10箱×4段,"3 円",https://www.notosiki.co.jp/item/detail?num=MAS120-220
MA120-479,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段10箱×4段］（390×260×430mm）5mm A/F K6×強化芯180g×K6,宅配120サイズ,390×260×430mm,120cm,5mm A/F,K6×強化芯180g×K6,1段10箱×4段,"3 円",https://www.notosiki.co.jp/item/detail?num=MA120-479
MA120-480,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段10箱×4段］（384×254×418mm）8mm W/F C5×C5,宅配120サイズ,384×254×418mm,120cm,8mm W/F,C5×C5,1段10箱×4段,"3 円",https://www.notosiki.co.jp/item/detail?num=MA120-480
MA120-481,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段10箱×5段］（394×264×348mm）3mm B/F C5×C5,宅配120サイズ,394×264×348mm,120cm,3mm B/F,C5×C5,1段10箱×5段,"3 円",https://www.notosiki.co.jp/item/detail?num=MA120-481
MAS120-221,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段10箱×5段］（390×260×340mm）5mm A/F 白C5×C5,宅配120サイズ,390×260×340mm,120cm,5mm A/F,C5×C5,1段10箱×5段,"3 円",https://www.notosiki.co.jp/item/detail?num=MAS120-221
MAS120-222,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段10箱×5段］（394×264×348mm）3mm B/F 白C5×C5,宅配120サイズ,394×264×348mm,120cm,3mm B/F,C5×C5,1段10箱×5段,"3 円",https://www.notosiki.co.jp/item/detail?num=MAS120-222
MA120-483,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段10箱×5段］（390×260×340mm）5mm A/F K6×強化芯180g×K6,宅配120サイズ,390×260×340mm,120cm,5mm A/F,K6×強化芯180g×K6,1段10箱×5段,"3 円",https://www.notosiki.co.jp/item/detail?num=MA120-483
MA120-484,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段10箱×5段］（384×254×328mm）8mm W/F C5×C5,宅配120サイズ,384×254×328mm,120cm,8mm W/F,C5×C5,1段10箱×5段,"3 円",https://www.notosiki.co.jp/item/detail?num=MA120-484
MA140-442,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×3段］（390×210×580mm）5mm A/F K5×K5,宅配140サイズ,390×210×580mm,140cm,5mm A/F,K5×K5,1段12箱×3段,"3 円",https://www.notosiki.co.jp/item/detail?num=MA140-442
MA140-443,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×3段］（390×210×580mm）5mm A/F K6×強化芯180g×K6,宅配140サイズ,390×210×580mm,140cm,5mm A/F,K6×強化芯180g×K6,1段12箱×3段,"3 円",https://www.notosiki.co.jp/item/detail?num=MA140-443
MA140-444,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×3段］（384×204×568mm）8mm W/F C5×C5,宅配140サイズ,384×204×568mm,140cm,8mm W/F,C5×C5,1段12箱×3段,"3 円",https://www.notosiki.co.jp/item/detail?num=MA140-444
MA120-485,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×4段］（394×214×438mm）3mm B/F C5×C5,宅配120サイズ,394×214×438mm,120cm,3mm B/F,C5×C5,1段12箱×4段,"3 円",https://www.notosiki.co.jp/item/detail?num=MA120-485
MA120-486,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×4段］（390×210×430mm）5mm A/F K5×K5,宅配120サイズ,390×210×430mm,120cm,5mm A/F,K5×K5,1段12箱×4段,"3 円",https://www.notosiki.co.jp/item/detail?num=MA120-486
MAS120-223,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×4段］（390×210×430mm）5mm A/F 白C5×C5,宅配120サイズ,390×210×430mm,120cm,5mm A/F,C5×C5,1段12箱×4段,"3 円",https://www.notosiki.co.jp/item/detail?num=MAS120-223
MAS120-224,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×4段］（394×214×438mm）3mm B/F 白C5×C5,宅配120サイズ,394×214×438mm,120cm,3mm B/F,C5×C5,1段12箱×4段,"3 円",https://www.notosiki.co.jp/item/detail?num=MAS120-224
MA120-487,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×4段］（390×210×430mm）5mm A/F K6×強化芯180g×K6,宅配120サイズ,390×210×430mm,120cm,5mm A/F,K6×強化芯180g×K6,1段12箱×4段,"3 円",https://www.notosiki.co.jp/item/detail?num=MA120-487
MA120-488,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段12箱×4段］（384×204×418mm）8mm W/F C5×C5,宅配120サイズ,384×204×418mm,120cm,8mm W/F,C5×C5,1段12箱×4段,"3 円",https://www.notosiki.co.jp/item/detail?num=MA120-488
MA120-489,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×4段］（374×344×438mm）3mm B/F C5×C5,宅配120サイズ,374×344×438mm,120cm,3mm B/F,C5×C5,1段8箱×4段,"3 円",https://www.notosiki.co.jp/item/detail?num=MA120-489
MAS120-225,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×4段］（370×340×430mm）5mm A/F 白C5×C5,宅配120サイズ,370×340×430mm,120cm,5mm A/F,C5×C5,1段8箱×4段,"3 円",https://www.notosiki.co.jp/item/detail?num=MAS120-225
MA120-491,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×4段］（370×340×430mm）5mm A/F K6×強化芯180g×K6,宅配120サイズ,370×340×430mm,120cm,5mm A/F,K6×強化芯180g×K6,1段8箱×4段,"3 円",https://www.notosiki.co.jp/item/detail?num=MA120-491
MA120-492,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×4段］（364×334×418mm）8mm W/F C5×C5,宅配120サイズ,364×334×418mm,120cm,8mm W/F,C5×C5,1段8箱×4段,"3 円",https://www.notosiki.co.jp/item/detail?num=MA120-492
MA120-493,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×5段］（374×344×348mm）3mm B/F C5×C5,宅配120サイズ,374×344×348mm,120cm,3mm B/F,C5×C5,1段8箱×5段,"3 円",https://www.notosiki.co.jp/item/detail?num=MA120-493
